1;1C ERP Analyst;
2;1c programmer;
3;1C support;
4;2D art;
5;2D artist;
6;2d game artist;
7;3d animator;
8;3D Generalist;
9;3D ML CV Engineer;
10;3d modeler;
11;3d visualizer;
12;Accountant;
13;account manager;
14;actress;
15;adaptation and assessment;
16;Admin;
17;Administration;
18;administrative department;
19;Administrative Specialist;
20;Administrator 1C;
21;Administrator;
22;Advisor;
23;Agile;
24;Agile coach;
25;Agile coaching;
26;Agile Delivery Coordinator;
27;Aho;
28;AI;
29;Algorithm engineer;
30;Analysis of research results;
31;Analyst 1C;
32;Analyst;
33;Analyst SOC;
34;Analyst team leader;
35;Android;
36;Android Developer;
37;Angular;
38;Animation designer;
39;Antifraud analyst;
40;Antifraud development;
41;APCS;
42;Application Administration;
43;Application designer;
44;Application developer;
45;Application Security;
46;Application Software Support Programmer;
47;AppSec;
48;APT;
49;Architect;
50;Art Director;
51;Article writing;
52;artist;
53;ASO Specialist;
54;Assessor;
55;Assessor-recruiter;
56;assistant;
57;assistant manager;
58;Assistant PM;
59;Assistant RM;
60;asterisk;
61;Atlassian administrator;
62;audit;
63;Auditor;
64;Automatic engineer. testing;
65;automation;
66;Autotest Architect;
67;AVR;
68;B2B Specialist;
69;backend developer;
70;Backend Golang Developer;
71;BDM;
72;bdm-manager;
73;Beginner Database Analyst in Microsoft Excel;
74;Beginner Information Security Specialist;
75;beginning;
76;Behavioral analytics specialist;
77;Benefits;
78;BI analyst;
79;BI developer;
80;big data;BigData;
81;Big Data Architect;
82;Big Data Developer;
83;Big Data Engineer;
84;billing;
85;billing engineer;
86;BIM coordinator;
87;BIM support;
88;Biologist;
89;Bitrix24;
90;Bitrix24 CRM;Bitrix 24 CRM;
91;Bitrix;
92;Bitrix developer;
93;blockchain;
94;blockchain developer;
95;Blockchain Engineer;
96;Blog editor;
97;Blogger;
98;Blogging;
99;Broad-skilled software engineer;
100;Broker;
101;Business analyst 1C;
102;Business analyst;
103;business architect;
104;Business Assistant;
105;Business Communication Skills Coach;
106;Business Dev;Biz Dev;
107;business development;
108;business development manager;
109;Business Intelligence Developer;
110;Business Presentation Design;
111;business processes;
112;Business trainer;
113;business travel manager;
114;Calculations;
115;call center operator;
116;car;
117;Career coaching;
118;casino;
119;CDO;
120;CEO;
121;CFO;
122;change manager;
123;Chatbots;
124;Chief Digital Transformation Officer;
125;Chief Editor;
126;Chief HR Specialist;
127;Chief Product Officer;
128;Chief Visionary Officer;
129;Chinese speaking manager;
130;chip design;
131;CIPF expert;
132;Circuit Engineer;
133;CISO;
134;CISO Cyber Security Manager;
135;clerk;
136;C-level;
137;Client Acquisition Specialist;
138;Client Relations Director;
139;cloud architect;
140;Cloud Engineer;
141;CloudOps;
142;coach;
143;commercial real estate;
144;Communication designer;
145;Communications and PR Manager;
146;Communications engineer;
147;community manager;
148;Compensation and Benefits Specialist;
149;compiler developer;
150;Compliance manager;
151;composer;
152;Comprehensive information security;
153;Comprehensive Security;
154;Computational linguist;
155;computer forensics;
156;Computer graphics artist;
157;Computer graphics developer;
158;Computer Incident Response Specialist;
159;Computer repair technician;
160;Computer systems and complexes;
161;computer vision;
162;Computer vision and machine learning specialist;
163;Computer vision developer;
164;computer vision engineer;
165;construction;
166;consultant;
167;Consulting;
168;Consulting Director;
169;Content Analyst;
170;Content Creator;
171;Content Director;
172;Content Manager;
173;Content Marketer;
174;Content Marketing;
175;Contextologist;
176;contextual advertising;
177;Contextual advertising specialist;
178;Contextual and targeted advertising specialist;
179;Contracting support;
180;contributing editor;
181;control;
182;COO;
183;Copyright;
184;copywriter;
185;Corporate Architect;
186;Corporate culture development manager;
187;corporate culture manager;
188;Courier;
189;Course Developer;
190;CPC Specialist;
191;CPMO;
192;Creative;
193;Creative Producer;
194;Cross-platform developer;
195;Crypto exchange;
196;Cryptographer;
197;CTO;
198;cubes;
199;Curator of IT internships at Rosatom;
200;custom equipment engineer;
201;Customer Development;
202;Customer Service Director;
203;Customer Service Manager;
204;Customer Success Manager;
205;Customer Support Supervisor;
206;CVO;
207;CV programmer;
208;CX Research;CX Researche;
209;Data;
210;data analyst;
211;data analytics;
212;Database architect;
213;Database Developer;
214;data curator;
215;data engineer;
216;Data manager;
217;Data Privacy Specialist;
218;data science;
219;Data Scientist;Data Scaintist;
220;data warehouse;
221;Date Engineer;
222;Dating Services;
223;DBA;
224;deep learning;
225;Deep learning computer vision application;
226;Deep Learning Engineer;Deep Learning Engeneer;
227;Delivery Director;
228;delivery manager;
229;Department head;
230;Deputy Director;
231;deputy director of the department;
232;Deputy Head of Department;
233;Deputy Technical Director;
234;Design;
235;design and renovation of apartments;
236;Design director;
237;design engineer;
238;Designer;
239;Designer illustrator;
240;Desktop developer;
241;developer;
242;Developer Analyst;
243;Developer at Wordpress;
244;Developer in distance learning;
245;Developer Murex;
246;Developer Navision;
247;Developer Relations;
248;Development and adaptation manager;
249;Development Director;
250;Development manager;
251;Development of autotests;
252;Development of IT projects;
253;Development team leader;
254;devops;
255;DevOps engineer;
256;devrel;
257;DevRel manager;
258;DevSecOps - Architect;
259;Dev Team Lead;
260;Diasoft;
261;digital account manager;
262;Digital Director;
263;digital marketing;
264;Digital Marketing Manager;
265;digital PR manager;
266;direct contracting manager;
267;Directologist;
268;Director;
269;Director of Business Development;
270;Director of Development;
271;Director of Engineering;
272;Director of Sales;
273;Director of Science;
274;Director's assistant;
275;Discord bot development;
276;Document;;
277;documentation development;
278;D.S.;DS;
279;DWH analyst;
280;economist;
281;Economist-analyst;
282;Editing;
283;Editor;
284;Editor-proofreader;
285;EDS setting;
286;Education;
287;Educational designer;
288;Education and development;
289;E-learning developer;
290;electrics;
291;Electronic engineer;
292;Electronics development;
293;Electronix engineer;Electronix engeneer;
294;email;
295;Email and CRM Marketing;
296;Email marketing;
297;Embedded;
298;Embedded developer;
299;Embedded Systems Engineer;
300;Embedded systems interface design;
301;Emotional Intelligence Trainer;
302;Employer Brand;
303;Employer branding specialist;
304;Employer Brand Manager;
305;Employer Reputation Manager;
306;Engineer;
307;engineering manager;
308;Engineer manager;
309;English Methodologist;
310;English teacher;
311;Entrepreneur;
312;Environment designer;
313;ERP Maintenance;
314;ERP programmer;
315;ESG;
316;ETL developer;
317;event;
318;event manager;
319;event specialist;
320;Executive Director;
321;Expert;
322;filling courses for online schools;
323;Film editor;
324;Finance;
325;Financial analyst;
326;Financial business partner;
327;Flash animator;
328;Flight Ticket;
329;Flutter;
330;flutter developer;
331;Founder;
332;Founder of Star Staff;
333;Founder Recruitment Agency Elect Hunter;
334;FPGA developer;
335;FPGA Engineer;
336;frames;
337;freelance;
338;freelance recruiter;
339;From schematic to software;
340;Frontend developer;
341;Front end developer;Frontend developer;
342;Front End Engineer;Frontend Engineer;
343;Full stack developer;
344;Full stack embedded developer;
345;Full stack QA;Fullstack QA;
346;Game Analyst;
347;game designer;Game-Designer;
348;game dev;
349;Game developer;
350;game online;
351;games and applications;
352;Game Tester;
353;Gaming;
354;GDPR;
355;General;
356;Geodata Specialist;
357;Go;
358;Go developer;
359;golang;
360;Golang developer;
361;Golang software engineer;
362;Graphic Designer;
363;group manager;
364;Hadoop Administrator;
365;hardware engineer;
366;Head of;
367;Head of Administrative Department;
368;head of analytics and testing unit;
369;Head of Assessment and Development Department;
370;Head of Book Layout Department;
371;Head of Business Partners;
372;Head of CISO Department;
373;Head of Communications;
374;Head of Customer Support Department;
375;Head of Cyber Security;
376;head of department;
377;head of design;
378;Head of designers;
379;Head of Developer Relations;
380;head of development;
381;Head of Development Department;
382;Head of digital marketing;
383;Head of Digital Solutions;
384;Head of Employer Branding;
385;head of front end;Head of frontend;
386;Head of frontend department;
387;Head of HR;
388;Head of Information Infrastructure Department;
389;Head of Information Technology Department;
390;Head of Internet Marketing Department;
391;Head of iOS;
392;Head of IT department;
393;Head of IT Recruitment;
394;Head of JavaScript;
395;Head of Marketing;
396;head of mobile;
397;Head of OIB;
398;Head of Partner Department;
399;Head of PMO;
400;Head of Production IT;
401;Head of Recruitment;
402;Head of Sales Department;
403;Head of Sales for Existing Clients;
404;Head of Security;
405;Head of SEO;
406;Head of software development department;
407;Head of System Administration Department;
408;Head of Systems Analysis Department;
409;Head of technical support department;
410;Head of testing department;
411;Head of Training;
412;Head of UX research and product design;
413;Hiring director;
414;hiring manager;
415;host of events;
416;Household Appliance Repair Master;
417;HR;
418;HR administration;
419;HR Analyst;
420;HR BP;HRBP;;
421;HR brand;
422;HR Brand and Internal Communications Manager;
423;HR brand development;
424;HR brand manager;
425;HR Brand Specialist;HR-brand specialist;
426;HR business partner;
427;HR business specialist;
428;HR communication;
429;HR communications specialist;
430;HRD;
431;HR department management;
432;HR Director;
433;HRG;
434;H.R. Generalist;HR Generalist;
435;HRG in IT;
436;HR IT;
437;HR manager;
438;HR manager assistant;
439;HR marketing;
440;HR partner;
441;HR project manager;
442;HR Specialist;
443;HR Tech;
444;HTML coder;
445;human resources;
446;ICO;initial coin offering;
447;Idea's generator;
448;Illustrator;
449;implementation;
450;Implementation Engineer;
451;industrial design;
452;influencer manager;
